CLTS_NAME	BIPA_GRAPHEME	CV_CLASS	PROSODY_CLASS	SCA_CLASS	DOLGOPOLSKY_CLASS	ASJP_CLASS	COLOR_CLASS
from_unrounded from_open-mid from_back to_nasalized to_rounded to_close-mid to_front diphthong	ʌø̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_mid to_front diphthong	ʌø̞	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_mid to_front diphthong	ʌø̞̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_open-mid to_front diphthong	ʌœ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_open-mid to_front diphthong	ʌœ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_nearly-open to_central diphthong	ʌɐ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_nearly-open to_central diphthong	ʌɐ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_open to_back diphthong	ʌɑ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open to_back diphthong	ʌɑ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_open to_back diphthong	ʌɒ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_open to_back diphthong	ʌɒ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_open-mid to_back diphthong	ʌɔ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_open-mid to_back diphthong	ʌɔ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_close-mid to_central diphthong	ʌɘ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close-mid to_central diphthong	ʌɘ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_mid to_central diphthong	ʌə	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_mid to_central diphthong	ʌə̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_open-mid to_front diphthong	ʌɛ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open-mid to_front diphthong	ʌɛ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_open-mid to_central diphthong	ʌɜ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open-mid to_central diphthong	ʌɜ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_open-mid to_central diphthong	ʌɞ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_open-mid to_central diphthong	ʌɞ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_near-open to_central diphthong	ʌɞ̞	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-open to_central diphthong	ʌɞ̞̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_close-mid to_back diphthong	ʌɤ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close-mid to_back diphthong	ʌɤ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_mid to_back diphthong	ʌɤ̞	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_mid to_back diphthong	ʌɤ̞̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_close to_central diphthong	ʌɨ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close to_central diphthong	ʌɨ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_near-close to_near-front diphthong	ʌɪ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_near-close to_near-front diphthong	ʌɪ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_near-close to_central diphthong	ʌɪ̈	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_near-close to_central diphthong	ʌɪ̈̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_close to_back diphthong	ʌɯ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close to_back diphthong	ʌɯ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_unrounded to_near-close to_near-back diphthong	ʌɯ̽	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_unrounded to_near-close to_near-back diphthong	ʌɯ̽̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_close-mid to_central diphthong	ʌɵ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_close-mid to_central diphthong	ʌɵ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_mid to_central diphthong	ʌɵ̞	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_mid to_central diphthong	ʌɵ̞̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_open to_front diphthong	ʌɶ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_open to_front diphthong	ʌɶ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_close to_central diphthong	ʌʉ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_close to_central diphthong	ʌʉ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_near-close to_near-back diphthong	ʌʊ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-close to_near-back diphthong	ʌʊ̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_near-close to_central diphthong	ʌʊ̈	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-close to_central diphthong	ʌʊ̈̃	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_rounded to_near-close to_near-front diphthong	ʌʏ	V	7	E	V	o	#c86464
from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-close to_near-front diphthong	ʌʏ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_open to_front diphthong	ʌ̃a	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open to_front diphthong	ʌ̃ã	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_close-mid to_front diphthong	ʌ̃e	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close-mid to_front diphthong	ʌ̃ẽ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_mid to_front diphthong	ʌ̃e̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_mid to_front diphthong	ʌ̃ẽ̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_close to_front diphthong	ʌ̃i	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close to_front diphthong	ʌ̃ĩ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_close-mid to_back diphthong	ʌ̃o	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_close-mid to_back diphthong	ʌ̃õ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_mid to_back diphthong	ʌ̃o̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_mid to_back diphthong	ʌ̃õ̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_close to_back diphthong	ʌ̃u	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_close to_back diphthong	ʌ̃ũ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_close to_front diphthong	ʌ̃y	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_close to_front diphthong	ʌ̃ỹ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_nearly-open to_front diphthong	ʌ̃æ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_nearly-open to_front diphthong	ʌ̃æ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_close-mid to_front diphthong	ʌ̃ø	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_close-mid to_front diphthong	ʌ̃ø̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_mid to_front diphthong	ʌ̃ø̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_mid to_front diphthong	ʌ̃ø̞̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_open-mid to_front diphthong	ʌ̃œ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_open-mid to_front diphthong	ʌ̃œ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_nearly-open to_central diphthong	ʌ̃ɐ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_nearly-open to_central diphthong	ʌ̃ɐ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_open to_back diphthong	ʌ̃ɑ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open to_back diphthong	ʌ̃ɑ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_open to_back diphthong	ʌ̃ɒ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_open to_back diphthong	ʌ̃ɒ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_open-mid to_back diphthong	ʌ̃ɔ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_open-mid to_back diphthong	ʌ̃ɔ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_close-mid to_central diphthong	ʌ̃ɘ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close-mid to_central diphthong	ʌ̃ɘ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_mid to_central diphthong	ʌ̃ə	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_mid to_central diphthong	ʌ̃ə̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_open-mid to_front diphthong	ʌ̃ɛ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open-mid to_front diphthong	ʌ̃ɛ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_open-mid to_central diphthong	ʌ̃ɜ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_open-mid to_central diphthong	ʌ̃ɜ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_open-mid to_central diphthong	ʌ̃ɞ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_open-mid to_central diphthong	ʌ̃ɞ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_near-open to_central diphthong	ʌ̃ɞ̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-open to_central diphthong	ʌ̃ɞ̞̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_close-mid to_back diphthong	ʌ̃ɤ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close-mid to_back diphthong	ʌ̃ɤ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_mid to_back diphthong	ʌ̃ɤ̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_mid to_back diphthong	ʌ̃ɤ̞̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_close to_central diphthong	ʌ̃ɨ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close to_central diphthong	ʌ̃ɨ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_near-close to_near-front diphthong	ʌ̃ɪ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_near-close to_near-front diphthong	ʌ̃ɪ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_near-close to_central diphthong	ʌ̃ɪ̈	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_near-close to_central diphthong	ʌ̃ɪ̈̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_close to_back diphthong	ʌ̃ɯ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_close to_back diphthong	ʌ̃ɯ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_unrounded to_near-close to_near-back diphthong	ʌ̃ɯ̽	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_unrounded to_near-close to_near-back diphthong	ʌ̃ɯ̽̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_close-mid to_central diphthong	ʌ̃ɵ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_close-mid to_central diphthong	ʌ̃ɵ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_mid to_central diphthong	ʌ̃ɵ̞	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_mid to_central diphthong	ʌ̃ɵ̞̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_open to_front diphthong	ʌ̃ɶ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_open to_front diphthong	ʌ̃ɶ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_close to_central diphthong	ʌ̃ʉ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_close to_central diphthong	ʌ̃ʉ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_near-close to_near-back diphthong	ʌ̃ʊ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-close to_near-back diphthong	ʌ̃ʊ̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_near-close to_central diphthong	ʌ̃ʊ̈	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-close to_central diphthong	ʌ̃ʊ̈̃	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_rounded to_near-close to_near-front diphthong	ʌ̃ʏ	V	7	E	V	o	#c86464
from_nasalized from_unrounded from_open-mid from_back to_nasalized to_rounded to_near-close to_near-front diphthong	ʌ̃ʏ̃	V	7	E	V	o	#c86464
from_rounded from_near-close from_near-front to_unrounded to_open to_front diphthong	ʏa	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_open to_front diphthong	ʏã	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_close-mid to_front diphthong	ʏe	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close-mid to_front diphthong	ʏẽ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_mid to_front diphthong	ʏe̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_mid to_front diphthong	ʏẽ̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_close to_front diphthong	ʏi	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close to_front diphthong	ʏĩ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_close-mid to_back diphthong	ʏo	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_close-mid to_back diphthong	ʏõ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_mid to_back diphthong	ʏo̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_mid to_back diphthong	ʏõ̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_close to_back diphthong	ʏu	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_close to_back diphthong	ʏũ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_close to_front diphthong	ʏy	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_close to_front diphthong	ʏỹ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_nearly-open to_front diphthong	ʏæ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_nearly-open to_front diphthong	ʏæ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_close-mid to_front diphthong	ʏø	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_close-mid to_front diphthong	ʏø̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_mid to_front diphthong	ʏø̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_mid to_front diphthong	ʏø̞̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_open-mid to_front diphthong	ʏœ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_open-mid to_front diphthong	ʏœ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_nearly-open to_central diphthong	ʏɐ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_nearly-open to_central diphthong	ʏɐ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_open to_back diphthong	ʏɑ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_open to_back diphthong	ʏɑ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_open to_back diphthong	ʏɒ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_open to_back diphthong	ʏɒ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_open-mid to_back diphthong	ʏɔ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_open-mid to_back diphthong	ʏɔ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_close-mid to_central diphthong	ʏɘ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close-mid to_central diphthong	ʏɘ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_mid to_central diphthong	ʏə	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_mid to_central diphthong	ʏə̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_open-mid to_front diphthong	ʏɛ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_open-mid to_front diphthong	ʏɛ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_open-mid to_central diphthong	ʏɜ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_open-mid to_central diphthong	ʏɜ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_open-mid to_central diphthong	ʏɞ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_open-mid to_central diphthong	ʏɞ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_near-open to_central diphthong	ʏɞ̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_near-open to_central diphthong	ʏɞ̞̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_close-mid to_back diphthong	ʏɤ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close-mid to_back diphthong	ʏɤ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_mid to_back diphthong	ʏɤ̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_mid to_back diphthong	ʏɤ̞̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_close to_central diphthong	ʏɨ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close to_central diphthong	ʏɨ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_near-close to_near-front diphthong	ʏɪ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_near-close to_near-front diphthong	ʏɪ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_near-close to_central diphthong	ʏɪ̈	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_near-close to_central diphthong	ʏɪ̈̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_close to_back diphthong	ʏɯ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close to_back diphthong	ʏɯ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_near-close to_near-back diphthong	ʏɯ̽	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_near-close to_near-back diphthong	ʏɯ̽̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_close-mid to_central diphthong	ʏɵ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_close-mid to_central diphthong	ʏɵ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_mid to_central diphthong	ʏɵ̞	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_mid to_central diphthong	ʏɵ̞̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_open to_front diphthong	ʏɶ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_open to_front diphthong	ʏɶ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_close to_central diphthong	ʏʉ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_close to_central diphthong	ʏʉ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_near-close to_near-back diphthong	ʏʊ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_near-close to_near-back diphthong	ʏʊ̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_rounded to_near-close to_central diphthong	ʏʊ̈	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_rounded to_near-close to_central diphthong	ʏʊ̈̃	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_unrounded to_open-mid to_back diphthong	ʏʌ	V	7	Y	V	i	#c86464
from_rounded from_near-close from_near-front to_nasalized to_unrounded to_open-mid to_back diphthong	ʏʌ̃	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_unrounded to_open to_front diphthong	ʏ̃a	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_unrounded to_open to_front diphthong	ʏ̃ã	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_unrounded to_close-mid to_front diphthong	ʏ̃e	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close-mid to_front diphthong	ʏ̃ẽ	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_unrounded to_mid to_front diphthong	ʏ̃e̞	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_unrounded to_mid to_front diphthong	ʏ̃ẽ̞	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_unrounded to_close to_front diphthong	ʏ̃i	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_unrounded to_close to_front diphthong	ʏ̃ĩ	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_rounded to_close-mid to_back diphthong	ʏ̃o	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_rounded to_close-mid to_back diphthong	ʏ̃õ	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_rounded to_mid to_back diphthong	ʏ̃o̞	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_rounded to_mid to_back diphthong	ʏ̃õ̞	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_rounded to_close to_back diphthong	ʏ̃u	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_rounded to_close to_back diphthong	ʏ̃ũ	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_rounded to_close to_front diphthong	ʏ̃y	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_rounded to_close to_front diphthong	ʏ̃ỹ	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_unrounded to_nearly-open to_front diphthong	ʏ̃æ	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_unrounded to_nearly-open to_front diphthong	ʏ̃æ̃	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_rounded to_close-mid to_front diphthong	ʏ̃ø	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_nasalized to_rounded to_close-mid to_front diphthong	ʏ̃ø̃	V	7	Y	V	i	#c86464
from_nasalized from_rounded from_near-close from_near-front to_rounded to_mid to_front diphthong	ʏ̃ø̞	V	7	Y	V	i	#c86464
