GRAPHEME	NAME	BIPA	SOUNDTYPE	GENERATED	ALIAS	NORMALIZED	DATASET	DATATYPE	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
⁵²	falling from-high to-mid-low tone	⁵²	bipa	ts				0					
ɵ̞̃ɵ̞̃	nasalized rounded mid central vowel	ɵ̞̃	bipa	ts				0					
t̪ʼ	voiceless dental ejective stop consonant	t̪ʼ	bipa	ts				0					
eˑ	mid-long unrounded close-mid front vowel	eˑ	bipa	ts				0					
t̪ː	long voiceless dental stop consonant	t̪ː	bipa	ts				0					
t̠ʃʼ	voiceless post-alveolar ejective sibilant affricate consonant	tʃʼ	bipa	ts				0					
ɯ̯	non-syllabic unrounded close back vowel	ɯ̯	bipa	ts				0					
¹⁵⁴	contour from-low via-high to-mid-high tone	¹⁵⁴	bipa	ts				0					
ɶː	long rounded open front vowel	ɶː	bipa	ts				0					
x	voiceless velar fricative consonant	x	bipa	ts				0					
ɸ	voiceless bilabial fricative consonant	ɸ	bipa	ts				0					
³¹⁵	contour from-mid via-low to-high tone	³¹⁵	bipa	ts				0					
t̪ɬ̪	voiceless dental lateral affricate consonant	tɬ̪	bipa	ts				0					
ʌ	unrounded open-mid back vowel	ʌ	bipa	ts				0					
øˑ	mid-long rounded close-mid front vowel	øˑ	bipa	ts				0					
⁴³⁴	contour from-mid-high via-mid to-mid-high tone	⁴³⁴	bipa	ts				0					
ɗ̥	devoiced voiced dental implosive consonant	ɗ̥	bipa	ts				0					
ɛ̃ɛ̃	long nasalized unrounded open-mid front vowel	ɛ̃ː	bipa	ts				0					
ɯ̽̃ɯ̽̃	long nasalized unrounded near-close near-back vowel	ɯ̽̃ː	bipa	ts				0					
ʰp	pre-aspirated voiceless bilabial stop consonant	ʰp	bipa	ts				0					
³⁴⁵	contour from-mid via-mid-high to-high tone	³⁴⁵	bipa	ts				0					
dʰ	aspirated voiced alveolar stop consonant	dʰ	bipa	ts				0					I think, aspirated voiced sounds are always breathy-voiced.
ŋgʘ	pre-nasalized voiced labial click consonant	ⁿgʘ	bipa	ts				0					
l̠	voiced post-alveolar lateral approximant consonant	l̠	bipa	ts				0					
tʂ	voiceless retroflex sibilant affricate consonant	ʈʂ	bipa	ts				0					
ɐ̃ɐ̃	long nasalized unrounded near-open central vowel	ɐ̃ː	bipa	ts				0					
ʈʰː	aspirated long voiceless retroflex stop consonant	ʈʰː	bipa	ts				0					
ãã	long nasalized unrounded open front vowel	ãː	bipa	ts				0					
dᶞ	voiced dental affricate consonant	dð	bipa	ts				0					
ɱ̊	devoiced voiced labio-dental nasal consonant	ɱ̊	bipa	ts				0					
⁴²⁵	contour from-mid-high via-mid-low to-high tone	⁴²⁵	bipa	ts				0					
⁵³³	falling from-high via-mid to-mid tone	⁵³³	bipa	ts				0					
⁵¹³	contour from-high via-low to-mid tone	⁵¹³	bipa	ts				0					
a	unrounded open front vowel	a	bipa	ts				0					
ɯ	unrounded close back vowel	ɯ	bipa	ts				0					
ʨ	voiceless alveolo-palatal sibilant affricate consonant	tɕ	bipa	ts				0					
ʦː	long voiceless alveolar sibilant affricate consonant	tsː	bipa	ts				0					
ɱ̥	devoiced voiced labio-dental nasal consonant	ɱ̊	bipa	ts				0					
ŋ̊ǂ	devoiced voiced palatal nasal-click consonant	ŋ̊ǂ	bipa	ts				0					
ṃ	syllabic voiced bilabial nasal consonant	m̩	bipa	ts				0					
⁴⁵¹	contour from-mid-high via-high to-low tone	⁴⁵¹	bipa	ts				0					
œœ	long rounded open-mid front vowel	œː	bipa	ts				0					
h	voiceless glottal fricative consonant	h	bipa	ts				0					
²⁵⁴	contour from-mid-low via-high to-mid-high tone	²⁵⁴	bipa	ts				0					
ʣ	voiced alveolar sibilant affricate consonant	dz	bipa	ts				0					
ɛː	long unrounded open-mid front vowel	ɛː	bipa	ts				0					
dz	voiced alveolar sibilant affricate consonant	dz	bipa	ts				0					
ɪ̃ː	long nasalized unrounded near-close near-front vowel	ɪ̃ː	bipa	ts				0					
ɒ̃ɒ̃	nasalized rounded open back vowel	ɒ̃	bipa	ts				0					
ʛ̥	voiceless uvular implosive consonant	ʛ̥	bipa	ts				0					
t	voiceless alveolar stop consonant	t	bipa	ts				0					
ɢʰ	aspirated voiced uvular stop consonant	ɢʰ	bipa	ts				0					
ɓʲ	palatalized voiced bilabial implosive consonant	ɓʲ	bipa	ts				0					
²³¹	contour from-mid-low via-mid to-low tone	²³¹	bipa	ts				0					
pfʼ	voiceless labio-dental ejective affricate consonant	pfʼ	bipa	ts				0					
ɑ	unrounded open back vowel	ɑ	bipa	ts				0					
v̆	voiced labio-dental tap consonant	ⱱ	bipa	ts				0					
ǁ	voiceless lateral click consonant	ǁ	bipa	ts				0					
n̩	syllabic voiced alveolar nasal consonant	n̩	bipa	ts				0					
tʲ	palatalized voiceless alveolar stop consonant	tʲ	bipa	ts				0					
l̥	devoiced voiced alveolar lateral approximant consonant	l̥	bipa	ts				0					
ee	long unrounded close-mid front vowel	eː	bipa	ts				0					
aa	long unrounded open front vowel	aː	bipa	ts				0					
ũ	nasalized rounded close back vowel	ũ	bipa	ts				0					
ɒ	rounded open back vowel	ɒ	bipa	ts				0					
tʰʷ	labialized aspirated voiceless alveolar stop consonant	tʷʰ	bipa	ts				0					
tʷʰ	labialized aspirated voiceless alveolar stop consonant	tʷʰ	bipa	ts				0					
ɖ	voiced retroflex stop consonant	ɖ	bipa	ts				0					
ɔ̯	non-syllabic rounded open-mid back vowel	ɔ̯	bipa	ts				0					
r̪	voiced dental trill consonant	r̪	bipa	ts				0					
ỹ	nasalized rounded close front vowel	ỹ	bipa	ts				0					
aː	long unrounded open front vowel	aː	bipa	ts				0					
ŋgǂ	pre-nasalized voiced palatal click consonant	ⁿgǂ	bipa	ts				0					
ts̪ʰ	aspirated voiceless dental affricate consonant	ts̪ʰ	bipa	ts				0					
⁴⁴	flat from-mid-high to-mid-high tone	⁴⁴	bipa	ts				0					
gǃǃ	voiced retroflex click consonant	gǃǃ	bipa	ts				0					
θ	voiceless dental fricative consonant	θ	bipa	ts				0					
ẽ̞ː	long nasalized unrounded mid front vowel	ẽ̞ː	bipa	ts				0					
ᶆ	palatalized voiced bilabial nasal consonant	mʲ	bipa	ts				0					IPA extensions supplement
o̥	devoiced rounded close-mid back vowel	o̥	bipa	ts				0					
ɑ̃ː	long nasalized unrounded open back vowel	ɑ̃ː	bipa	ts				0					
õ	nasalized rounded close-mid back vowel	õ	bipa	ts				0					
ŋgǀ	pre-nasalized voiced dental click consonant	ⁿgǀ	bipa	ts				0					
ʰk	pre-aspirated voiceless velar stop consonant	ʰk	bipa	ts				0					
³¹	falling from-mid to-low tone	³¹	bipa	ts				0					
ɤɤ	long unrounded close-mid back vowel	ɤː	bipa	ts				0					
⁵⁴	falling from-high to-mid-high tone	⁵⁴	bipa	ts				0					
ʒ̍	syllabic voiced post-alveolar sibilant fricative consonant	ʒ̍	bipa	ts				0					
ɑɑ	long unrounded open back vowel	ɑː	bipa	ts				0					
ⁿb	pre-nasalized voiced bilabial stop consonant	ⁿb	bipa	ts				0					
rˤː	pharyngealized long voiced alveolar trill consonant	rˤː	bipa	ts				0					
ẋ	voiceless uvular fricative consonant	χ	bipa	ts				0					
pʰʲ	palatalized aspirated voiceless bilabial stop consonant	pʰʲ	bipa	ts				0					
ə̃ə̃	nasalized unrounded mid central vowel	ə̃	bipa	ts				0					
pɸ	voiceless bilabial affricate consonant	pɸ	bipa	ts				0					
ʉ̃ː	long nasalized rounded close central vowel	ʉ̃ː	bipa	ts				0					
ʉ̃	nasalized rounded close central vowel	ʉ̃	bipa	ts				0					
l̪ː	long voiced dental lateral approximant consonant	l̪ː	bipa	ts				0					
ɣ	voiced velar fricative consonant	ɣ	bipa	ts				0					
d̪̚	unreleased voiced dental stop consonant	d̪̚	bipa	ts				0					
dⁿ	with-nasal-release voiced alveolar stop consonant	dⁿ	bipa	ts				0					
j̥	devoiced voiced palatal approximant consonant	j̊	bipa	ts				0					
d̪ɮ	voiced dental lateral affricate consonant	d̪ɮ	bipa	ts				0					Put dentality mark on first character for readability.
fˈ	voiceless labio-dental ejective fricative consonant	fʼ	bipa	ts				0					
ɔ̃ː	long nasalized rounded open-mid back vowel	ɔ̃ː	bipa	ts				0					
²¹²	contour from-mid-low via-low to-mid-low tone	²¹²	bipa	ts				0					
ᶃ	palatalized voiced velar stop consonant	gʲ	bipa	ts				0					IPA extensions supplement
ɞ̞ː	long rounded near-open central vowel	ɞ̞ː	bipa	ts				0					
ʌ̤̃	nasalized breathy unrounded open-mid back vowel	ʌ̤̃	bipa	ts				0					
ø̞̃ø̞̃	long nasalized rounded mid front vowel	ø̞̃ː	bipa	ts				0					
xʲ	palatalized voiceless velar fricative consonant	xʲ	bipa	ts				0					
ⁿgǂ	pre-nasalized voiced palatal click consonant	ⁿgǂ	bipa	ts				0					
¹¹⁴	rising from-low via-low to-mid-high tone	¹¹⁴	bipa	ts				0					
pː	long voiceless bilabial stop consonant	pː	bipa	ts				0					
a̰	creaky unrounded open front vowel	a̰	bipa	ts				0					
ɛ̯	non-syllabic unrounded open-mid front vowel	ɛ̯	bipa	ts				0					
uːː	ultra-long rounded close back vowel	uːː	bipa	ts				0					
bʲ	palatalized voiced bilabial stop consonant	bʲ	bipa	ts				0					
s̪ʲ	palatalized voiceless dental sibilant fricative consonant	s̪ʲ	bipa	ts				0					
øø	long rounded close-mid front vowel	øː	bipa	ts				0					
ɶ	rounded open front vowel	ɶ	bipa	ts				0					
ʯ	rounded close with-frication central vowel	ʯ	bipa	ts				0					
ʈʰ	aspirated voiceless retroflex stop consonant	ʈʰ	bipa	ts				0					
ŋ̥	devoiced voiced velar nasal consonant	ŋ̊	bipa	ts				0					
ɯ̽ː	long unrounded near-close near-back vowel	ɯ̽ː	bipa	ts				0					
xʼ	voiceless velar ejective fricative consonant	xʼ	bipa	ts				0					
e̹	rounded close-mid front vowel	ø	bipa	ts				0					
b̥	devoiced voiced bilabial stop consonant	b̥	bipa	ts				0					
kʼ	voiceless velar ejective lateral affricate consonant	kʼ	bipa	ts				0					
õõ	nasalized rounded close-mid back vowel	õ	bipa	ts				0					
ɤ	unrounded close-mid back vowel	ɤ	bipa	ts				0					
gʲ	palatalized voiced velar stop consonant	gʲ	bipa	ts				0					
lʲ	palatalized voiced alveolar lateral approximant consonant	lʲ	bipa	ts				0					
dʑ	voiced alveolo-palatal sibilant affricate consonant	dʑ	bipa	ts				0					
dz̪	voiced dental sibilant affricate consonant	dz̪	bipa	ts				0					
ᶀ	palatalized voiced bilabial stop consonant	bʲ	bipa	ts				0					IPA extensions supplement
ɜ̃	nasalized unrounded open-mid central vowel	ɜ̃	bipa	ts				0					
t̪s̪ʲ	palatalized voiceless dental sibilant affricate consonant	ts̪ʲ	bipa	ts				0					
rːˤ	pharyngealized long voiced alveolar trill consonant	rˤː	bipa	ts				0					
ˀŋǀǀ	pre-glottalized voiced lateral nasal-click consonant	ˀŋǁ	bipa	ts				0					
d̥ⁿ	with-nasal-release devoiced voiced alveolar stop consonant	d̥ⁿ	bipa	ts				0					
pːʰ	aspirated long voiceless bilabial stop consonant	pʰː	bipa	ts				0					
ʍ	voiceless labialized-velar approximant consonant	ʍ	bipa	ts				0					
ʊː	long rounded near-close near-back vowel	ʊː	bipa	ts				0					
⁵⁵³	falling from-high via-high to-mid tone	⁵⁵³	bipa	ts				0					
bʱ	breathy voiced bilabial stop consonant	bʱ	bipa	ts				0					
²¹¹	falling from-mid-low via-low to-low tone	²¹¹	bipa	ts				0					
m̥	devoiced voiced bilabial nasal consonant	m̥	bipa	ts				0					
fʲ	palatalized voiceless labio-dental fricative consonant	fʲ	bipa	ts				0					
χʼ	voiceless uvular ejective fricative consonant	χʼ	bipa	ts				0					
ɪ̈ɪ̈	long unrounded near-close central vowel	ɪ̈ː	bipa	ts				0					
d̪ːʱ	long breathy voiced dental stop consonant	d̪ʱː	bipa	ts				0					
ĩĩ	long nasalized unrounded close front vowel	ĩː	bipa	ts				0					
¹²²	rising from-low via-mid-low to-mid-low tone	¹²²	bipa	ts				0					
th	aspirated voiceless alveolar stop consonant	tʰ	bipa	ts				0					
ⁿtʃ	pre-nasalized voiceless post-alveolar sibilant affricate consonant	ⁿtʃ	bipa	ts				0					
tᶳ	voiceless retroflex sibilant affricate consonant	ʈʂ	bipa	ts				0					
d̥̚	unreleased devoiced voiced alveolar stop consonant	d̥̚	bipa	ts				0					
³	short from-mid tone	³	bipa	ts				0					
⁴⁴⁵	rising from-mid-high via-mid-high to-high tone	⁴⁴⁵	bipa	ts				0					
ɪ̈	unrounded near-close central vowel	ɪ̈	bipa	ts				0					
dɮ	voiced alveolar lateral affricate consonant	dɮ	bipa	ts				0					
⁵³⁴	contour from-high via-mid to-mid-high tone	⁵³⁴	bipa	ts				0					
oˑ	mid-long rounded close-mid back vowel	oˑ	bipa	ts				0					
ɜɜ	long unrounded open-mid central vowel	ɜː	bipa	ts				0					
n̪	voiced dental nasal consonant	n̪	bipa	ts				0					
²⁵⁵	rising from-mid-low via-high to-high tone	²⁵⁵	bipa	ts				0					
oː	long rounded close-mid back vowel	oː	bipa	ts				0					
gː	long voiced velar stop consonant	gː	bipa	ts				0					
ɒː	long rounded open back vowel	ɒː	bipa	ts				0					
kʷ	labialized voiceless velar stop consonant	kʷ	bipa	ts				0					
aˑ	mid-long unrounded open front vowel	aˑ	bipa	ts				0					
sʲ	palatalized voiceless alveolar sibilant fricative consonant	sʲ	bipa	ts				0					
ɽ	voiced retroflex tap consonant	ɽ	bipa	ts				0					
bː	long voiced bilabial stop consonant	bː	bipa	ts				0					
iˑ	mid-long unrounded close front vowel	iˑ	bipa	ts				0					
dʒʷ	labialized voiced post-alveolar sibilant affricate consonant	dʒʷ	bipa	ts				0					
ŋǁ	voiced lateral nasal-click consonant	ŋǁ	bipa	ts				0					
dʰː	aspirated long voiced alveolar stop consonant	dʰː	bipa	ts				0					Aspirated voiced is breathy-voice.
vʲ	palatalized voiced labio-dental fricative consonant	vʲ	bipa	ts				0					
ɪː	long unrounded near-close near-front vowel	ɪː	bipa	ts				0					
ts̪ː	long voiceless dental sibilant affricate consonant	ts̪ː	bipa	ts				0					
s̩	syllabic voiceless alveolar sibilant fricative consonant	s̩	bipa	ts				0					
ʏʏ	long rounded near-close near-front vowel	ʏː	bipa	ts				0					
⁴²⁴	contour from-mid-high via-mid-low to-mid-high tone	⁴²⁴	bipa	ts				0					
ø̃ø̃	long nasalized rounded close-mid front vowel	ø̃ː	bipa	ts				0					
fʷː	labialized long voiceless labio-dental fricative consonant	fʷː	bipa	ts				0					
ɔ̞̈ɔ̞̈	long rounded near-open central vowel	ɞ̞ː	bipa	ts				0					
t̪ʰ	aspirated voiceless dental stop consonant	t̪ʰ	bipa	ts				0					
n̂	voiced alveolo-palatal nasal consonant	ȵ	bipa	ts				0					Alias used in some transcription systems.
ɵ̞ː	long rounded mid central vowel	ɵ̞ː	bipa	ts				0					
ʌʌ	long unrounded open-mid back vowel	ʌː	bipa	ts				0					
ƛ	voiceless alveolar lateral affricate consonant	tɬ	bipa	ts				0					
ɶ̃ɶ̃	long nasalized rounded open front vowel	ɶ̃ː	bipa	ts				0					
ɑ̟	advanced unrounded open back vowel	ɑ̟	bipa	ts				0					
²⁵³	contour from-mid-low via-high to-mid tone	²⁵³	bipa	ts				0					
tⁿ	with-nasal-release voiceless alveolar stop consonant	tⁿ	bipa	ts				0					
²⁴³	contour from-mid-low via-mid-high to-mid tone	²⁴³	bipa	ts				0					
tːɕ	long voiceless alveolo-palatal sibilant affricate consonant	tɕː	bipa	ts				0					
ʅ	unrounded close with-frication central vowel	ʅ	bipa	ts				0					
ˀŋǂ	pre-glottalized voiced palatal nasal-click consonant	ˀŋǂ	bipa	ts				0					
kʷː	labialized long voiceless velar stop consonant	kʷː	bipa	ts				0					
tɬʰ	aspirated voiceless alveolar lateral affricate consonant	tɬʰ	bipa	ts				0					
ʈᶳ	voiceless retroflex sibilant affricate consonant	ʈʂ	bipa	ts				0					
kǃǃ	voiceless retroflex click consonant	ǃǃ	bipa	ts				0					
yː	long rounded close front vowel	yː	bipa	ts				0					
ñ	voiced palatal nasal consonant	ɲ	bipa	ts				0					
tɕʰ	aspirated voiceless alveolo-palatal sibilant affricate consonant	tɕʰ	bipa	ts				0					
ŋgǃ	pre-nasalized voiced alveolar nasal-click consonant	ⁿgǃ	bipa	ts				0					
dʒʱ	breathy voiced post-alveolar sibilant affricate consonant	dʒʱ	bipa	ts				0					
mʷː	labialized long voiced bilabial nasal consonant	mʷː	bipa	ts				0					
ɬ̪	voiceless dental lateral fricative consonant	ɬ̪	bipa	ts				0					
⁴³	falling from-mid-high to-mid tone	⁴³	bipa	ts				0					
ȡ	voiced alveolo-palatal stop consonant	ȡ	bipa	ts				0					Sound used in Sinologist tradition, we retain it, as the place of articulation is supposed to be between post-alveolar and alveolar, and we prefer a single symbol to distinguish differences in place.
yːː	ultra-long rounded close front vowel	yːː	bipa	ts				0					
ʝ	voiced palatal fricative consonant	ʝ	bipa	ts				0					
ɯ̽̃	nasalized unrounded near-close near-back vowel	ɯ̽̃	bipa	ts				0					
ɯɯ	long unrounded close back vowel	ɯː	bipa	ts				0					
ʈʂ	voiceless retroflex sibilant affricate consonant	ʈʂ	bipa	ts				0					
ɐ̯	non-syllabic unrounded near-open central vowel	ɐ̯	bipa	ts				0					
wˠ	velarized voiced labialized-velar approximant consonant	wˠ	bipa	ts				0					
ɞ̞̃	nasalized rounded near-open central vowel	ɞ̞̃	bipa	ts				0					
dʒ	voiced post-alveolar sibilant affricate consonant	dʒ	bipa	ts				0					
ɟ	voiced palatal stop consonant	ɟ	bipa	ts				0					
e̞ː	long unrounded mid front vowel	e̞ː	bipa	ts				0					
i	unrounded close front vowel	i	bipa	ts				0					
ɠ	voiced velar implosive consonant	ɠ	bipa	ts				0					
⁵³⁵	contour from-high via-mid to-high tone	⁵³⁵	bipa	ts				0					
ỹỹ	long nasalized rounded close front vowel	ỹː	bipa	ts				0					
ɯ̃ɯ̃	nasalized unrounded close back vowel	ɯ̃	bipa	ts				0					
ʊ̰	creaky rounded near-close near-back vowel	ʊ̰	bipa	ts				0					
⁵⁵	flat from-high to-high tone	⁵⁵	bipa	ts				0					
⁵⁴⁴	falling from-high via-mid-high to-mid-high tone	⁵⁴⁴	bipa	ts				0					
bv	voiced labio-dental affricate consonant	bv	bipa	ts				0					
ˀŋǃ	pre-glottalized voiced alveolar nasal-click consonant	ˀŋǃ	bipa	ts				0					
¹¹³	rising from-low via-low to-mid tone	¹¹³	bipa	ts				0					
tᶴ	voiceless post-alveolar sibilant affricate consonant	tʃ	bipa	ts				0					
ɞ	rounded open-mid central vowel	ɞ	bipa	ts				0					
bᵛ	voiced labio-dental affricate consonant	bv	bipa	ts				0					
ɐ̹	rounded near-open central vowel	ɞ̞	bipa	ts				0					
t̠	voiceless post-alveolar stop consonant	t̠	bipa	ts				0					
mːʷ	labialized long voiced bilabial nasal consonant	mʷː	bipa	ts				0					
ɭ̊	devoiced voiced retroflex lateral approximant consonant	ɭ̊	bipa	ts				0					
ˀŋǁ	pre-glottalized voiced lateral nasal-click consonant	ˀŋǁ	bipa	ts				0					
t̪s̪ː	long voiceless dental sibilant affricate consonant	ts̪ː	bipa	ts				0					
ɮ	voiced alveolar lateral fricative consonant	ɮ	bipa	ts				0					
ɵ̃ɵ̃	nasalized rounded close-mid central vowel	ɵ̃	bipa	ts				0					
ɔ̞̈ː	long rounded near-open central vowel	ɞ̞ː	bipa	ts				0					
pᶲ	voiceless bilabial affricate consonant	pɸ	bipa	ts				0					
ɖʱ	breathy voiced retroflex stop consonant	ɖʱ	bipa	ts				0					
e̹ː	long rounded close-mid front vowel	øː	bipa	ts				0					
cç	voiceless palatal affricate consonant	cç	bipa	ts				0					
ⁿgǃ	pre-nasalized voiced alveolar nasal-click consonant	ⁿgǃ	bipa	ts				0					
²²¹	falling from-mid-low via-mid-low to-low tone	²²¹	bipa	ts				0					
t̚	unreleased voiceless alveolar stop consonant	t̚	bipa	ts				0					
mːˤ	pharyngealized long voiced bilabial nasal consonant	mˤː	bipa	ts				0					
d̠ʒ	voiced post-alveolar sibilant affricate consonant	dʒ	bipa	ts				0					
dːz	long voiced alveolar sibilant affricate consonant	dzː	bipa	ts				0					
ɪ̈̃ː	long nasalized unrounded near-close central vowel	ɪ̈̃ː	bipa	ts				0					
⁵¹¹	falling from-high via-low to-low tone	⁵¹¹	bipa	ts				0					
¹	short from-low tone	¹	bipa	ts				0					
ə̰	creaky unrounded mid central vowel	ə̰	bipa	ts				0					
t̪̚	unreleased voiceless dental stop consonant	t̪̚	bipa	ts				0					
ŋgǁ	pre-nasalized voiced lateral click consonant	ⁿgǁ	bipa	ts				0					
m	voiced bilabial nasal consonant	m	bipa	ts				0					
ɭ̍	syllabic voiced retroflex lateral approximant consonant	ɭ̩	bipa	ts				0					
⁴⁴²	falling from-mid-high via-mid-high to-mid-low tone	⁴⁴²	bipa	ts				0					
tᶝ	voiceless alveolo-palatal sibilant affricate consonant	tɕ	bipa	ts				0					
⁵⁵¹	falling from-high via-high to-low tone	⁵⁵¹	bipa	ts				0					
ŋǀ	voiced dental nasal-click consonant	ŋǀ	bipa	ts				0					
tɕː	long voiceless alveolo-palatal sibilant affricate consonant	tɕː	bipa	ts				0					
ʊ̯	non-syllabic rounded near-close near-back vowel	ʊ̯	bipa	ts				0					
tsʲ	palatalized voiceless alveolar sibilant affricate consonant	tsʲ	bipa	ts				0					
ʌː	long unrounded open-mid back vowel	ʌː	bipa	ts				0					
ˀŋʘ	pre-glottalized voiced labial nasal-click consonant	ˀŋʘ	bipa	ts				0					
ŋʘ	voiced labial nasal-click consonant	ŋʘ	bipa	ts				0					
ⁿp	pre-nasalized voiceless bilabial stop consonant	ⁿp	bipa	ts				0					
ɜ	unrounded open-mid central vowel	ɜ	bipa	ts				0					
g̈	breathy voiced velar stop consonant	gʱ	bipa	ts				0					
ɨː	long unrounded close central vowel	ɨː	bipa	ts				0					
bʷː	labialized long voiced bilabial stop consonant	bʷː	bipa	ts				0					
ʊ̥	devoiced rounded near-close near-back vowel	ʊ̥	bipa	ts				0					
ʊʊ	long rounded near-close near-back vowel	ʊː	bipa	ts				0					
p	voiceless bilabial stop consonant	p	bipa	ts				0					
t̪s̪ʰ	aspirated voiceless dental affricate consonant	ts̪ʰ	bipa	ts				0					
o̞o̞	long rounded mid back vowel	o̞ː	bipa	ts				0					
⁴³⁵	contour from-mid-high via-mid to-high tone	⁴³⁵	bipa	ts				0					
t̠ʃʰ	aspirated voiceless post-alveolar sibilant affricate consonant	tʃʰ	bipa	ts				0					
øːː	ultra-long rounded close-mid front vowel	øːː	bipa	ts				0					
³¹³	contour from-mid via-low to-mid tone	³¹³	bipa	ts				0					
qʷʼ	labialized voiceless uvular ejective stop consonant	qʼʷ	bipa	ts				0					
pˠ	velarized voiceless bilabial stop consonant	pˠ	bipa	ts				0					
dːʰ	aspirated long voiced alveolar stop consonant	dʰː	bipa	ts				0					Aspirated voiced is breathy-voice.
²⁴⁴	rising from-mid-low via-mid-high to-mid-high tone	²⁴⁴	bipa	ts				0					
ə̃	nasalized unrounded mid central vowel	ə̃	bipa	ts				0					
æ̃æ̃	long nasalized unrounded near-open front vowel	æ̃ː	bipa	ts				0					
pʷ	labialized voiceless bilabial stop consonant	pʷ	bipa	ts				0					
sˠ	velarized voiceless alveolar sibilant fricative consonant	sˠ	bipa	ts				0					
ɦ	voiced glottal fricative consonant	ɦ	bipa	ts				0					
ʰtʰ	pre-aspirated aspirated voiceless alveolar stop consonant	ʰtʰ	bipa	ts				0					
t̠ʃ	voiceless post-alveolar sibilant affricate consonant	tʃ	bipa	ts				0					
³¹⁴	contour from-mid via-low to-mid-high tone	³¹⁴	bipa	ts				0					
u̥	devoiced rounded close back vowel	u̥	bipa	ts				0					
z̪	voiced dental sibilant fricative consonant	z̪	bipa	ts				0					
ɯ̽ɯ̽	long unrounded near-close near-back vowel	ɯ̽ː	bipa	ts				0					
dːʒ	long voiced post-alveolar sibilant affricate consonant	dːʒ	bipa	ts				0					
fːʷ	labialized long voiceless labio-dental fricative consonant	fʷː	bipa	ts				0					
ø	rounded close-mid front vowel	ø	bipa	ts				0					
⁴¹⁴	contour from-mid-high via-low to-mid-high tone	⁴¹⁴	bipa	ts				0					
ʠ	voiceless uvular implosive consonant	ʛ̥	bipa	ts				0					
d̪ð	voiced dental affricate consonant	dð	bipa	ts				0					
ŋ̊ǀ	devoiced voiced dental nasal-click consonant	ŋ̊ǀ	bipa	ts				0					
æː	long unrounded near-open front vowel	æː	bipa	ts				0					
⁵²⁴	contour from-high via-mid-low to-mid-high tone	⁵²⁴	bipa	ts				0					
²⁵	rising from-mid-low to-high tone	²⁵	bipa	ts				0					
l̂	voiced alveolo-palatal lateral approximant consonant	ȴ	bipa	ts				0					Alias used in some transcription systems.
t̪ʷʰ	labialized aspirated voiceless dental stop consonant	t̪ʷʰ	bipa	ts				0					
ɛ	unrounded open-mid front vowel	ɛ	bipa	ts				0					
d̪̥̚	unreleased devoiced voiced dental stop consonant	d̪̥̚	bipa	ts				0					DP!
ɜ̃ː	long nasalized unrounded open-mid central vowel	ɜ̃ː	bipa	ts				0					
ɞ̞̃ː	long nasalized rounded near-open central vowel	ɞ̞̃ː	bipa	ts				0					
p̬	revoiced voiceless bilabial stop consonant	p̬	bipa	ts				0					
⁵¹²	contour from-high via-low to-mid-low tone	⁵¹²	bipa	ts				0					
ø̃	nasalized rounded close-mid front vowel	ø̃	bipa	ts				0					
e̞e̞	long unrounded mid front vowel	e̞ː	bipa	ts				0					
õ̞õ̞	nasalized rounded mid back vowel	õ̞	bipa	ts				0					
⁴¹²	contour from-mid-high via-low to-mid-low tone	⁴¹²	bipa	ts				0					
ɵ̞̃ː	long nasalized rounded mid central vowel	ɵ̞̃ː	bipa	ts				0					
iːː	ultra-long unrounded close front vowel	iːː	bipa	ts				0					
²⁴	rising from-mid-low to-mid-high tone	²⁴	bipa	ts				0					
ẽ̞ẽ̞	long nasalized unrounded mid front vowel	ẽ̞ː	bipa	ts				0					
r̩	syllabic voiced alveolar trill consonant	r̩	bipa	ts				0					
gʱ	breathy voiced velar stop consonant	gʱ	bipa	ts				0					
³³⁵	rising from-mid via-mid to-high tone	³³⁵	bipa	ts				0					
ⁿgʘ	pre-nasalized voiced labial click consonant	ⁿgʘ	bipa	ts				0					
ɨ̃	nasalized unrounded close central vowel	ɨ̃	bipa	ts				0					
ɨ̃ɨ̃	nasalized unrounded close central vowel	ɨ̃	bipa	ts				0					
tɬ	voiceless alveolar lateral affricate consonant	tɬ	bipa	ts				0					
ɶɶ	long rounded open front vowel	ɶː	bipa	ts				0					
ɐɐ	long unrounded near-open central vowel	ɐː	bipa	ts				0					
nʲ	palatalized voiced alveolar nasal consonant	nʲ	bipa	ts				0					
ʘ	voiceless labial click consonant	ʘ	bipa	ts				0					
l̪̥	devoiced voiced dental lateral approximant consonant	l̪̥	bipa	ts				0					
s	voiceless alveolar sibilant fricative consonant	s	bipa	ts				0					
cʼ	voiceless palatal ejective stop consonant	cʼ	bipa	ts				0					
ḭ	creaky unrounded close front vowel	ḭ	bipa	ts				0					
d̪z̪ː	long voiced dental sibilant affricate consonant	dz̪ː	bipa	ts				0					
t̪ɬ̪ʼ	voiceless dental ejective lateral affricate consonant	tɬ̪ʼ	bipa	ts				0					
iː	long unrounded close front vowel	iː	bipa	ts				0					
ɑ̃ɑ̃	nasalized unrounded open back vowel	ɑ̃	bipa	ts				0					
ɴ	voiced uvular nasal consonant	ɴ	bipa	ts				0					
g̥	devoiced voiced velar stop consonant	g̊	bipa	ts				0					
